,"Table with row headers in column A, L, W, AH, AS, BD, BO, BZ, CK, CV, and DG, and column headers in rows 6 through 8 and 45 through 47.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129
35,Massachusetts,6789798,4401,5888011,21681,677835,20305,146299,9016,212,245,Massachusetts,539,459,1030,674,207,329,12745,2657,1857,692,Massachusetts,9140,1679,1582,1129,1419,717,11499,2214,3694,2213,Massachusetts,481,455,732,456,2301,842,1134,711,332,270,Massachusetts,692,474,930,573,948,604,4099,1122,2696,1051,Massachusetts,,,2747,1350,1814,833,45,74,2519,2099,Massachusetts,148,177,299,282,1363,1526,12417,2393,6872,1647,Massachusetts,713,587,22782,3711,3216,1152,143,202,1791,921,Massachusetts,197,164,556,435,5212,1452,8067,2191,2164,1246,Massachusetts,56,93,957,727,4603,1425,1335,610,2000,841,Massachusetts,3083,1160,1672,742,161,223,1098,654,0,210,Massachusetts,77653,7313,6748,2338,273,208,70632,6322
36,Michigan,9851330,4904,8450559,29643,1203536,27635,148787,8966,3669,1885,Michigan,348,315,4948,2029,825,899,10874,1910,3001,1004,Michigan,783,615,72,90,445,476,14479,2412,5794,2592,Michigan,188,167,216,250,13913,2306,9171,1912,1968,1600,Michigan,1465,598,3957,1389,1651,1049,343,497,1472,650,Michigan,1770,1116,,,1175,551,1828,1312,4244,1755,Michigan,124,123,620,535,1631,712,357,327,1360,493,Michigan,456,305,7337,2110,3614,1053,882,539,12303,2810,Michigan,1027,527,2248,1147,3398,1420,93,106,2680,1048,Michigan,119,120,3703,1083,7033,1860,1250,716,330,239,Michigan,3539,1465,1572,641,392,315,3485,1042,635,605,Michigan,48448,4526,2621,1909,29,48,45798,4373
37,Minnesota,5510902,3342,4728748,17295,643272,15812,115623,6938,491,469,Minnesota,671,513,2587,1067,634,618,5518,1351,4221,1210,Minnesota,932,955,131,155,516,664,3512,813,2247,1593,Minnesota,416,577,209,239,7297,1716,2505,1055,5870,1573,Minnesota,669,402,360,297,378,327,164,232,934,462,Minnesota,1280,657,4664,2400,,,573,530,1745,764,Minnesota,422,361,2225,1228,997,458,74,122,1144,852,Minnesota,754,669,3274,1552,1737,667,10579,1563,2704,892,Minnesota,301,317,875,518,1249,535,123,145,521,340,Minnesota,6244,1288,2212,1782,5529,1442,392,252,46,74,Minnesota,1552,786,3333,1152,44,80,20555,3386,213,198,Minnesota,23259,3670,503,491,0,153,22756,3633
38,Mississippi,2946971,3473,2553271,15365,313673,14480,73549,6399,5936,2034,Mississippi,127,214,553,336,2251,1051,4709,1814,1000,716,Mississippi,145,150,68,122,0,217,4481,1656,7946,3138,Mississippi,942,935,0,217,2611,1021,1958,1814,271,357,Mississippi,292,312,814,446,8103,1951,229,234,948,860,Mississippi,183,235,422,249,331,315,,,2900,2280,Mississippi,420,373,996,959,605,561,30,65,1042,1097,Mississippi,27,58,769,619,729,547,18,40,352,258,Mississippi,70,117,0,217,682,736,0,217,951,915,Mississippi,0,217,11636,3172,5056,1514,0,217,0,217,Mississippi,286,204,888,1019,1158,870,402,258,212,344,Mississippi,6478,1463,281,335,31,55,6166,1449
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Missouri,6039877,3888,5108238,22203,742205,20941,164957,10094,2518,1080,Missouri,1224,706,2820,1121,6560,1661,10918,2651,4275,1390,Missouri,425,407,63,116,170,130,6630,2147,2818,1364,Missouri,1573,1142,774,692,22767,3946,2088,834,5678,1763,Missouri,22093,3232,1587,962,1915,1111,0,190,1871,1047,Missouri,2025,1234,2518,968,1672,902,1543,592,,,Missouri,330,297,3326,985,2203,1079,312,350,1686,961,Missouri,987,786,1528,715,2806,938,503,586,4309,1749,Missouri,6239,2031,1382,743,2590,995,108,126,1140,803,Missouri,537,507,2320,758,14820,3557,760,645,228,248,Missouri,2795,1391,3120,1057,90,117,3784,2617,529,404,Missouri,24477,3896,943,579,180,299,23354,3826
41,Montana,1039170,1406,883342,6867,116400,6019,35456,3743,301,323,Montana,701,443,386,269,899,837,5447,1524,2241,961,Montana,0,174,0,174,47,78,1202,1058,112,116,Montana,20,41,1198,581,839,444,317,326,257,310,Montana,267,290,68,96,226,165,150,161,188,219,Montana,31,60,750,647,948,546,236,386,90,116,Montana,,,103,144,581,375,76,94,91,123,Montana,227,243,995,437,314,393,1698,958,260,253,Montana,228,211,1242,841,382,286,20,41,0,174,Montana,509,396,87,101,1569,712,879,479,31,60,Montana,683,594,3879,1228,112,104,497,439,4072,2136,Montana,3972,1508,151,194,0,174,3821,1457
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Current residence in --,Population 1 year and over,,Same house 1 year ago,,Same state of residence 1 year ago,,Different state of residence 1 year ago,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in --,Abroad 1 year ago--,,,,,,,
44,,,,,,,,Total,,Alabama,,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,,Connecticut,,Delaware,,District of Columbia ,,Florida,,Georgia,,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,,,Total,,Puerto Rico,,U.S. Island Area,,Foreign Country,
45,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Nebraska,1894217,1845,1586729,11557,243792,10896,52507,4964,420,482,Nebraska,199,268,1456,667,267,268,3707,1657,4520,1312,Nebraska,0,163,11,20,10,22,2064,1080,592,295,Nebraska,144,149,675,391,1615,798,171,156,8825,2053,Nebraska,2337,947,492,465,265,253,0,163,466,424,Nebraska,176,166,903,643,2713,946,0,163,1929,726,Nebraska,207,262,,,1133,838,67,118,58,95,Nebraska,186,240,658,397,359,238,541,394,689,342,Nebraska,951,617,850,758,364,449,0,163,355,360,Nebraska,2537,897,684,468,4876,2255,1467,860,13,25,Nebraska,774,754,351,258,164,196,694,372,572,361,Nebraska,11189,2380,436,561,115,165,10638,2326
48,Nevada,2963456,3069,2430163,15771,383067,15449,133074,9455,191,319,Nevada,1024,602,5508,2105,551,682,47513,5663,8518,3385,Nevada,693,631,517,682,249,204,5825,2289,1241,732,Nevada,4231,1450,3256,2143,2737,1020,862,796,340,460,Nevada,245,272,539,799,444,383,82,135,1364,898,Nevada,838,528,2023,991,1687,848,801,639,2488,1499,Nevada,429,532,1151,1246,,,90,115,764,506,Nevada,1874,1029,2280,1234,4154,3105,153,177,2342,1118,Nevada,368,331,3501,1462,1758,1044,85,139,1561,1536,Nevada,908,885,1022,767,5346,1783,4410,1523,237,245,Nevada,1147,789,5203,2278,0,211,381,348,143,174,Nevada,17152,3228,384,416,783,719,15985,3252
49,New Hampshire,1330742,1551,1134244,9693,137212,7357,52893,5645,109,94,New Hampshire,151,158,190,167,185,318,2418,994,512,515,New Hampshire,2946,1156,0,192,102,202,2486,996,725,547,New Hampshire,307,412,0,192,968,832,311,353,67,114,New Hampshire,0,192,45,88,47,82,3950,1331,834,504,New Hampshire,21734,3012,109,112,43,78,0,192,205,255,New Hampshire,0,192,0,192,1083,1481,,,615,404,New Hampshire,0,192,4123,2421,1113,585,0,192,34,49,New Hampshire,259,348,136,168,1867,964,582,459,439,405,New Hampshire,224,270,167,202,1200,875,30,54,1874,679,New Hampshire,460,457,146,193,0,192,97,165,0,192,New Hampshire,6393,1992,547,698,90,153,5756,1854
50,New Jersey,8910191,5107,7968039,30575,710807,24385,152106,10356,169,205,New Jersey,610,571,898,499,175,224,7968,2732,1099,508,New Jersey,5324,2528,1543,720,662,395,9038,2342,3094,1959,New Jersey,353,333,321,310,2517,1283,884,611,22,38,New Jersey,1250,1354,312,444,297,232,254,288,4817,2085,New Jersey,2599,1060,1676,1126,894,531,78,131,761,464,New Jersey,54,91,364,426,237,321,115,201,,,New Jersey,0,206,57235,5972,3151,1298,171,271,1828,825,New Jersey,327,294,809,502,22129,3304,597,386,1288,596,New Jersey,0,206,715,518,6591,1900,269,319,274,275,New Jersey,5750,2157,1135,719,329,283,1013,555,110,146,New Jersey,79239,8423,4195,1915,73,90,74971,8335
51,New Mexico,2062628,2509,1801560,14081,193225,12238,57255,6560,770,828,New Mexico,1470,972,7129,2157,258,255,6897,2048,3578,1095,New Mexico,0,201,0,201,138,160,1029,446,413,290,New Mexico,509,370,608,550,1297,794,1177,1669,484,448,New Mexico,134,202,194,218,884,609,0,201,935,893,New Mexico,349,287,495,358,307,264,421,391,611,571,New Mexico,982,698,261,275,1008,634,77,99,196,320,New Mexico,,,886,589,261,254,215,224,579,420,New Mexico,630,473,544,487,412,225,291,482,730,577,New Mexico,100,83,431,686,16356,4204,411,239,0,201,New Mexico,1694,848,563,378,0,201,274,238,267,231,New Mexico,10588,2699,131,158,0,201,10457,2701
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,New York,19638923,8149,17553033,35651,1655152,34038,285252,11214,1849,1315,New York,1049,853,3826,1292,1209,834,24982,3766,3104,1234,New York,17340,3100,1203,559,4401,1215,28145,3682,11328,2746,New York,1740,1099,1088,1015,6879,1790,2657,1227,2050,1797,New York,1381,711,1216,721,1416,677,1611,616,8499,1859,New York,14775,2216,3088,1071,1973,1148,758,417,4014,1871,New York,597,607,98,97,2273,871,1997,907,34953,4577,New York,615,505,,,12000,2513,449,363,7863,2464,New York,2015,1374,1658,721,25006,3643,2654,1078,6044,2085,New York,125,130,4072,1372,10058,1960,334,294,2929,884,New York,10677,2883,5529,2644,402,304,1269,505,54,65,New York,145486,8190,5910,1731,1325,1355,138251,7633
54,North Carolina,10158556,5686,8649400,35788,1139260,29207,313834,13762,4526,1707,North Carolina,1401,788,5624,2646,747,447,22469,4025,4021,1511,North Carolina,5780,2039,1186,653,2183,883,33594,4235,16892,3013,North Carolina,1463,974,97,163,6013,1609,4392,1679,978,692,North Carolina,1590,1048,1531,759,3491,1407,1014,658,10899,2903,North Carolina,7605,2294,5404,1348,2769,1255,1723,970,4394,1691,North Carolina,433,437,259,275,1758,959,273,226,11559,2631,North Carolina,1047,892,27031,4381,,,571,448,11359,3377,North Carolina,1260,519,1778,1166,12542,3162,234,226,28508,4023,North Carolina,12,22,8416,2141,14655,3149,623,401,524,486,North Carolina,27833,4184,5896,2266,3423,1629,1895,801,159,212,North Carolina,56062,6184,3011,1506,385,526,52666,6001
55,North Dakota,744641,1446,609017,7590,92436,6922,37315,3906,53,89,North Dakota,152,194,564,446,48,78,4051,1577,995,726,North Dakota,0,161,167,188,0,161,1255,644,58,98,North Dakota,292,422,858,767,302,286,74,119,652,390,North Dakota,96,153,26,35,214,273,0,161,95,111,North Dakota,135,228,709,518,13844,2457,372,377,0,161,North Dakota,1071,851,517,493,16,28,0,161,232,246,North Dakota,89,108,247,403,0,161,,,33,64,North Dakota,224,332,716,821,1070,1075,0,161,546,647,North Dakota,1653,904,478,598,1678,819,247,319,0,161,North Dakota,434,396,1362,917,0,161,861,685,829,544,North Dakota,5873,1643,664,704,0,161,5209,1631
56,Ohio,11520109,5548,9822847,30854,1452745,28255,198929,10839,2487,1131,Ohio,79,103,3143,1471,683,487,11286,3089,3209,1022,Ohio,2478,858,406,327,1165,660,15843,3066,6133,1692,Ohio,285,227,660,487,9676,1982,10007,2113,1687,1598,Ohio,2169,1181,15435,2811,823,508,369,339,4416,2169,Ohio,3030,1447,11424,2204,1362,695,573,740,2515,1012,Ohio,439,404,619,663,847,471,692,709,3252,962,Ohio,525,549,13157,2504,7847,2912,350,297,,,Ohio,936,615,854,469,15666,3484,177,252,3714,1695,Ohio,26,54,6127,2042,12108,2778,2100,1341,364,475,Ohio,5224,1572,2960,1440,7343,2078,2011,868,248,236,Ohio,45588,5474,3765,1698,267,321,41556,5129
57,Oklahoma,3875922,2998,3216306,16831,542724,15629,101961,5461,1133,624,Oklahoma,1004,501,1931,625,6835,1415,7174,1646,3474,1307,Oklahoma,99,117,0,161,36,56,4233,1415,2164,893,Oklahoma,129,176,338,243,1959,728,1303,783,1301,720,Oklahoma,8159,1944,1363,1442,2393,948,48,79,982,672,Oklahoma,248,221,257,221,1083,871,1539,685,3209,918,Oklahoma,594,625,144,114,801,500,45,82,231,264,Oklahoma,1899,857,1930,697,1483,649,98,107,1143,612,Oklahoma,,,841,660,611,414,216,322,797,356,Oklahoma,27,45,2337,1480,32430,3834,204,212,37,61,Oklahoma,921,485,2018,879,0,161,509,303,251,206,Oklahoma,14931,3150,386,248,96,136,14449,3144
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Oregon,4102048,2613,3405784,21975,520747,20098,149513,8993,179,215,Oregon,2808,1493,6938,2880,526,475,50109,5547,3185,1077,Oregon,355,316,85,138,60,98,3266,1443,1308,583,Oregon,2671,1309,4444,1412,4110,1475,750,572,549,601,Oregon,1298,763,129,164,1461,717,204,188,1384,991,Oregon,822,604,1642,818,930,514,367,508,1637,794,Oregon,1004,704,368,375,2802,1169,266,239,475,338,Oregon,1046,593,2491,933,955,610,461,414,874,598,Oregon,1121,827,,,1138,625,159,152,415,380,Oregon,576,539,1115,824,7049,1654,4103,1634,308,289,Oregon,3566,1394,26150,4187,257,370,1370,738,227,231,Oregon,26004,3616,0,207,220,258,25784,3592
60,Pennsylvania,12674642,5854,11072942,30451,1292389,28379,250120,12213,1416,1160,Pennsylvania,294,249,3266,1472,292,281,10995,2105,2786,1143,Pennsylvania,3937,1006,8913,2079,3339,1737,17094,3046,5249,1717,Pennsylvania,1639,1076,442,333,5047,1426,3667,1464,592,614,Pennsylvania,449,294,2136,999,1050,535,1156,780,19880,3015,Pennsylvania,6074,1505,3312,1271,1630,625,1615,858,936,518,Pennsylvania,71,128,447,400,1341,844,1715,1005,39487,3480,Pennsylvania,760,680,40272,5012,8950,3018,406,675,11234,2025,Pennsylvania,679,516,1325,945,,,1055,522,4570,1492,Pennsylvania,652,675,2249,1405,7226,1872,1182,883,1853,834,Pennsylvania,8417,1330,3199,1612,4128,1373,1696,863,0,179,Pennsylvania,59191,6605,7783,2488,378,332,51030,5652
61,Rhode Island,1048549,1369,922210,8302,83440,7010,36850,4029,135,219,Rhode Island,109,177,101,177,175,280,2418,961,425,378,Rhode Island,3194,923,0,217,0,217,4010,1539,917,996,Rhode Island,59,84,34,71,207,226,247,304,66,111,Rhode Island,0,217,0,217,281,290,436,216,259,191,Rhode Island,11929,2595,193,222,0,217,166,272,154,124,Rhode Island,423,357,0,217,0,217,492,278,2331,1492,Rhode Island,77,127,2273,925,271,343,0,217,99,166,Rhode Island,0,217,0,217,497,416,,,202,251,Rhode Island,0,217,295,284,980,660,211,332,93,114,Rhode Island,1643,969,1215,1521,0,217,233,327,0,217,Rhode Island,6049,1755,306,397,0,217,5743,1692
62,South Carolina,4966211,3526,4248517,21416,531315,19807,166573,9580,2133,814,South Carolina,0,211,2380,1042,232,274,7618,1908,1756,1045,South Carolina,3427,1457,464,348,322,266,14723,2803,12686,2342,South Carolina,298,227,408,494,3918,1521,2940,1483,154,211,South Carolina,826,655,2444,1176,1606,1061,516,345,3276,988,South Carolina,2607,1005,2673,820,870,540,1144,580,3347,1747,South Carolina,506,738,523,453,1369,1045,1013,592,7658,2904,South Carolina,524,490,11504,2770,28542,4451,76,128,4867,1378,South Carolina,689,356,148,198,6964,1537,284,345,,,South Carolina,82,139,4263,1263,9001,3786,842,687,14,28,South Carolina,8778,2242,1420,938,3111,2024,1627,948,0,211,South Carolina,19806,3181,1506,980,197,166,18103,3014
63,South Dakota,856726,1949,723740,7648,99781,5584,26106,3529,144,176,South Dakota,183,302,402,456,83,140,3599,1967,1284,531,South Dakota,0,163,0,163,0,163,580,726,253,255,South Dakota,531,805,44,55,177,204,0,163,2479,1031,South Dakota,332,384,0,163,1257,1042,89,151,306,487,South Dakota,0,163,251,215,3510,1012,14,32,384,373,South Dakota,217,170,2892,1159,282,265,28,58,135,165,South Dakota,152,189,345,270,215,219,1751,975,111,182,South Dakota,105,130,71,98,34,60,0,163,15,27,South Dakota,,,264,350,1156,705,170,283,0,163,South Dakota,364,505,195,135,0,163,974,755,728,464,South Dakota,7099,2487,358,306,58,100,6683,2468
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Tennessee,6642072,5023,5675990,26239,748912,22417,191909,10150,9523,2684,Tennessee,417,324,2522,1327,5843,2106,7879,2231,1823,706,Tennessee,2013,923,648,724,322,350,19470,3699,16865,3825,Tennessee,334,367,562,471,12376,3221,4745,1742,334,330,Tennessee,1796,1253,13138,3141,2614,1018,586,627,1497,834,Tennessee,1109,638,6535,1908,978,731,8830,2070,3819,2205,Tennessee,212,219,515,394,854,583,0,208,1209,691,Tennessee,1193,665,5413,1983,8892,2710,0,208,5934,1848,Tennessee,2680,1560,881,511,4677,1672,47,82,2911,1032,Tennessee,210,186,,,12904,2753,652,597,235,301,Tennessee,11339,2802,1789,1169,996,841,1426,769,362,504,Tennessee,25261,3848,979,1104,773,392,23509,3768
66,Texas,27924632,9989,23534387,67754,3643333,65150,524511,22790,10235,3573,Texas,3543,1769,14875,3853,14222,3651,63174,6149,20023,3624,Texas,2363,1054,297,286,1307,948,33740,4634,16182,3611,Texas,6376,1979,2536,1095,26214,5254,9510,2795,6086,2973,Texas,11649,3004,6561,1786,28700,5324,648,601,9793,2188,Texas,5502,2235,7030,1861,8715,2609,11199,3655,13881,3234,Texas,650,442,2689,951,7599,2698,638,474,7460,2015,Texas,16395,3066,20664,3989,13288,4702,1605,833,13300,2773,Texas,20573,3281,3725,1141,12684,3211,10,17,6123,2369,Texas,1498,900,11630,2557,,,9131,2878,662,574,Texas,15436,3540,14646,3569,1353,892,7443,3020,948,588,Texas,222401,14550,5105,1755,1714,677,215582,14375
67,Utah,3056193,3007,2532858,16462,398606,14353,99584,7531,644,1010,Utah,660,512,8144,2461,177,149,17020,3599,4625,1761,Utah,283,283,0,192,501,447,1044,559,2218,1220,Utah,1532,1021,6742,1819,1810,972,829,725,81,135,Utah,367,316,1068,1151,317,262,151,242,1127,635,Utah,650,397,604,367,1716,1381,361,436,2070,961,Utah,2043,1131,580,487,5948,2182,0,192,976,913,Utah,1781,949,1770,821,1253,769,2184,1528,1944,916,Utah,919,488,4102,2312,987,677,0,192,1259,944,Utah,0,192,972,643,6536,2369,,,204,275,Utah,3187,1093,5270,2285,142,214,1064,670,1722,997,Utah,25145,4357,0,192,502,512,24643,4436
68,Vermont,619089,948,536390,5931,57588,4891,21868,3314,0,157,Vermont,203,240,132,129,0,157,1246,594,689,324,Vermont,839,367,14,30,261,306,1645,901,80,128,Vermont,83,146,0,157,1317,1549,0,157,80,116,Vermont,61,107,0,157,149,183,624,301,278,217,Vermont,3975,1001,352,239,75,88,0,157,0,157,Vermont,21,26,101,119,301,441,1690,617,699,243,Vermont,60,112,2758,913,291,377,0,157,44,61,Vermont,14,24,344,375,483,295,432,375,87,125,Vermont,32,54,179,155,485,357,130,145,,,Vermont,636,383,181,151,48,62,106,139,643,653,Vermont,3243,1880,125,174,0,157,3118,1879
69,Virginia,8372522,4750,7089782,25415,958267,22292,250490,10432,2341,948,Virginia,736,568,2587,997,1184,714,14509,2690,4644,1350,Virginia,3368,1301,2107,877,10088,1820,17864,3219,8708,1836,Virginia,4947,2109,107,166,6515,1683,1565,787,1535,1030,Virginia,2771,1489,2765,1183,2705,1333,1135,868,25578,3689,Virginia,3493,1157,2991,1205,2010,1511,1060,746,2657,1310,Virginia,227,194,1054,688,1691,860,1310,636,8992,1978,Virginia,2344,924,12614,2331,26277,4500,222,216,4754,1423,Virginia,3453,1320,511,421,13350,2274,1453,730,6923,1661,Virginia,494,435,4121,1547,15596,3557,2123,1049,963,694,Virginia,,,5488,2115,5294,1395,961,571,305,503,Virginia,73983,7003,1318,703,850,515,71815,6872
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Washington,7318811,4011,6016482,24671,978057,22670,260787,14178,1605,989,Washington,7532,2598,11733,3478,1074,1063,52484,6061,8473,2055,Washington,1310,846,943,1202,1441,1446,10311,3038,5375,2117,Washington,4855,1295,9963,2366,8848,2757,1171,640,867,569,Washington,2249,923,394,389,2401,1254,564,848,2623,1194,Washington,3690,1786,3834,1485,3192,1318,245,267,2985,1881,Washington,4593,2204,849,874,4398,1953,405,513,3702,1933,Washington,2156,1132,6217,2189,6893,2468,1249,755,3520,1248,Washington,3507,1225,28013,3899,4611,2086,1606,1322,3920,1861,Washington,279,278,1295,715,14096,3744,7603,2736,503,691,Washington,7976,2358,,,547,590,2106,1044,581,412,Washington,63485,6684,88,106,1992,1214,61405,6551
72,West Virginia,1798306,1891,1589833,9253,165375,8367,40007,4327,239,248,West Virginia,121,152,13,27,0,200,563,409,463,374,West Virginia,41,88,360,301,287,286,2635,1157,649,592,West Virginia,0,200,119,203,194,316,492,487,182,293,West Virginia,405,408,904,617,157,279,39,68,4715,1627,West Virginia,197,186,805,570,161,172,346,508,0,200,West Virginia,26,44,287,394,30,53,217,338,534,366,West Virginia,0,200,547,356,2944,1542,0,200,5544,1730,West Virginia,186,246,30,65,4945,1439,91,148,612,420,West Virginia,0,200,1266,986,2175,2090,456,365,0,200,West Virginia,5388,1617,469,511,,,173,187,0,200,West Virginia,3091,912,103,129,0,200,2988,874
73,Wisconsin,5731549,3294,4908638,17520,687285,16914,112519,6909,757,669,Wisconsin,389,494,1702,658,601,462,4741,1454,2101,820,Wisconsin,282,216,401,395,146,175,5505,1492,1797,673,Wisconsin,279,357,260,332,26963,3401,2274,1253,3018,872,Wisconsin,443,283,881,649,1047,806,904,753,597,570,Wisconsin,654,387,4993,1696,19873,2329,853,642,2204,937,Wisconsin,445,232,432,311,410,282,190,235,1351,1130,Wisconsin,861,546,1337,603,2253,932,575,360,2174,1071,Wisconsin,643,452,708,511,2136,1166,52,86,857,508,Wisconsin,145,137,1682,1034,5375,1594,2141,1687,105,126,Wisconsin,1671,732,2531,1213,507,686,,,273,250,Wisconsin,23107,3476,2541,1331,74,120,20492,3238
