GeoFIPS,GeoName,Region,TableName,Unit,LineCode,Description,2012,2013,2014,2015,2016,2017
 "08000","Colorado",7,SAOEMP,"Number of jobs",5,"  Utilities",0,0,0,0,0,0
 "08000","Colorado",7,SAOEMP,"Number of jobs",6,"  Construction",2295,1918,1812,1951,2049,2086
 "08000","Colorado",7,SAOEMP,"Number of jobs",7,"  Manufacturing",2346,2389,2362,2466,2501,2645
 "08000","Colorado",7,SAOEMP,"Number of jobs",8,"   Durable goods",1410,1452,1405,1468,1417,1516
 "08000","Colorado",7,SAOEMP,"Number of jobs",9,"   Nondurable goods",936,937,957,998,1084,1129
 "08000","Colorado",7,SAOEMP,"Number of jobs",10,"  Wholesale trade",2522,2454,2532,2606,2574,2597
 "08000","Colorado",7,SAOEMP,"Number of jobs",11,"  Retail trade",35250,35906,36700,37180,37042,38330
 "08000","Colorado",7,SAOEMP,"Number of jobs",12,"  Transportation and warehousing",4970,5130,5651,5906,5966,6573
 "08000","Colorado",7,SAOEMP,"Number of jobs",13,"  Information",158,159,160,161,162,161
 "08000","Colorado",7,SAOEMP,"Number of jobs",14,"  Finance, insurance, real estate, rental, and leasing",2588,2575,2479,2559,2649,2738
 "08000","Colorado",7,SAOEMP,"Number of jobs",15,"   Finance and insurance",1034,949,883,848,831,860
 "08000","Colorado",7,SAOEMP,"Number of jobs",16,"   Real estate and rental and leasing",1554,1626,1596,1711,1818,1879
 "08000","Colorado",7,SAOEMP,"Number of jobs",17,"  Professional and business services",1386,1391,1414,1470,1561,1574
 "08000","Colorado",7,SAOEMP,"Number of jobs",18,"   Educational services, health care, and social assistance",3469,3713,3934,4113,4399,4631
 "08000","Colorado",7,SAOEMP,"Number of jobs",19,"   Educational services",3379,3625,3843,4018,4297,4521
 "08000","Colorado",7,SAOEMP,"Number of jobs",20,"   Health care and social assistance",90,88,91,95,102,110
 "08000","Colorado",7,SAOEMP,"Number of jobs",21,"  Arts, entertainment, recreation, accommodation, and food services",60629,59241,61503,62907,66487,72199
 "08000","Colorado",7,SAOEMP,"Number of jobs",22,"   Arts, entertainment, and recreation",28731,29251,30798,31458,33487,35010
 "08000","Colorado",7,SAOEMP,"Number of jobs",23,"   Accommodation and food services",31898,29991,30705,31448,32999,37188
 "08000","Colorado",7,SAOEMP,"Number of jobs",24,"  Other services, except government",1260,1248,1294,1314,1328,1357
 "08000","Colorado",7,SAOEMP,"Number of jobs",25," Government",9523,9425,9516,9643,9947,10165
 "08000","Colorado",7,SAOEMP,"Number of jobs",26,"  Federal",843,867,824,797,835,842
 "08000","Colorado",7,SAOEMP,"Number of jobs",27,"  State and local",8680,8558,8692,8846,9113,9323
 "09000","Connecticut",1,SAOEMP,"Number of jobs",1,"All Industries",47759,48205,47531,47219,48695,48390
 "09000","Connecticut",1,SAOEMP,"Number of jobs",2," Private Industries",45505,46064,45381,45115,46580,46228
 "09000","Connecticut",1,SAOEMP,"Number of jobs",3,"  Agriculture, forestry, fishing, and hunting",569,532,560,593,598,596
 "09000","Connecticut",1,SAOEMP,"Number of jobs",4,"  Mining",0,0,0,0,0,0
 "09000","Connecticut",1,SAOEMP,"Number of jobs",5,"  Utilities",0,0,0,0,0,0
 "09000","Connecticut",1,SAOEMP,"Number of jobs",6,"  Construction",530,551,896,1003,933,935
 "09000","Connecticut",1,SAOEMP,"Number of jobs",7,"  Manufacturing",1519,1551,1527,1561,1556,1496
 "09000","Connecticut",1,SAOEMP,"Number of jobs",8,"   Durable goods",1056,1103,1083,1126,1114,1060
 "09000","Connecticut",1,SAOEMP,"Number of jobs",9,"   Nondurable goods",462,448,444,436,441,436
 "09000","Connecticut",1,SAOEMP,"Number of jobs",10,"  Wholesale trade",1653,1604,1613,1616,1552,1523
 "09000","Connecticut",1,SAOEMP,"Number of jobs",11,"  Retail trade",17925,18053,17352,17143,17381,16698
 "09000","Connecticut",1,SAOEMP,"Number of jobs",12,"  Transportation and warehousing",1273,1258,1238,1238,1225,1204
 "09000","Connecticut",1,SAOEMP,"Number of jobs",13,"  Information",82,83,82,81,80,76
 "09000","Connecticut",1,SAOEMP,"Number of jobs",14,"  Finance, insurance, real estate, rental, and leasing",616,594,565,570,570,579
 "09000","Connecticut",1,SAOEMP,"Number of jobs",15,"   Finance and insurance",345,323,307,299,289,294
 "09000","Connecticut",1,SAOEMP,"Number of jobs",16,"   Real estate and rental and leasing",271,270,258,271,280,284
 "09000","Connecticut",1,SAOEMP,"Number of jobs",17,"  Professional and business services",602,600,604,617,642,624
 "09000","Connecticut",1,SAOEMP,"Number of jobs",18,"   Educational services, health care, and social assistance",1534,1630,1702,1737,1783,1796
 "09000","Connecticut",1,SAOEMP,"Number of jobs",19,"   Educational services",1476,1571,1642,1676,1721,1734
 "09000","Connecticut",1,SAOEMP,"Number of jobs",20,"   Health care and social assistance",58,59,60,60,62,62
 "09000","Connecticut",1,SAOEMP,"Number of jobs",21,"  Arts, entertainment, recreation, accommodation, and food services",18501,18903,18524,18244,19546,19993
 "09000","Connecticut",1,SAOEMP,"Number of jobs",22,"   Arts, entertainment, and recreation",10035,10432,11026,11252,11745,12025
 "09000","Connecticut",1,SAOEMP,"Number of jobs",23,"   Accommodation and food services",8467,8470,7499,6992,7801,7968
 "09000","Connecticut",1,SAOEMP,"Number of jobs",24,"  Other services, except government",700,704,718,713,713,707
 "09000","Connecticut",1,SAOEMP,"Number of jobs",25," Government",2254,2141,2149,2103,2116,2162
 "09000","Connecticut",1,SAOEMP,"Number of jobs",26,"  Federal",12,12,13,12,14,14
 "09000","Connecticut",1,SAOEMP,"Number of jobs",27,"  State and local",2242,2129,2137,2091,2102,2148
 "10000","Delaware",2,SAOEMP,"Number of jobs",1,"All Industries",16906,16451,17072,17710,18769,18485
 "10000","Delaware",2,SAOEMP,"Number of jobs",2," Private Industries",16365,15922,16548,17184,18234,17944
 "10000","Delaware",2,SAOEMP,"Number of jobs",3,"  Agriculture, forestry, fishing, and hunting","(D)","(D)","(D)","(D)","(D)","(D)"
 "10000","Delaware",2,SAOEMP,"Number of jobs",4,"  Mining","(D)","(D)","(D)","(D)","(D)","(D)"
 "10000","Delaware",2,SAOEMP,"Number of jobs",5,"  Utilities",0,0,0,0,0,0
 "10000","Delaware",2,SAOEMP,"Number of jobs",6,"  Construction",190,214,229,262,275,278
 "10000","Delaware",2,SAOEMP,"Number of jobs",7,"  Manufacturing",324,315,322,324,333,335
 "10000","Delaware",2,SAOEMP,"Number of jobs",8,"   Durable goods",49,47,46,43,41,39
 "10000","Delaware",2,SAOEMP,"Number of jobs",9,"   Nondurable goods",276,269,276,281,292,295
 "10000","Delaware",2,SAOEMP,"Number of jobs",10,"  Wholesale trade",217,207,206,199,188,177
 "10000","Delaware",2,SAOEMP,"Number of jobs",11,"  Retail trade",7222,7210,7511,7736,7926,7719
 "10000","Delaware",2,SAOEMP,"Number of jobs",12,"  Transportation and warehousing",147,146,143,142,139,138
 "10000","Delaware",2,SAOEMP,"Number of jobs",13,"  Information",14,14,14,14,14,14
 "10000","Delaware",2,SAOEMP,"Number of jobs",14,"  Finance, insurance, real estate, rental, and leasing",189,190,160,160,166,161
 "10000","Delaware",2,SAOEMP,"Number of jobs",15,"   Finance and insurance",48,45,43,41,38,37
 "10000","Delaware",2,SAOEMP,"Number of jobs",16,"   Real estate and rental and leasing",141,145,118,119,128,125
 "10000","Delaware",2,SAOEMP,"Number of jobs",17,"  Professional and business services",259,256,264,284,320,320
 "10000","Delaware",2,SAOEMP,"Number of jobs",18,"   Educational services, health care, and social assistance",204,217,230,243,256,261
 "10000","Delaware",2,SAOEMP,"Number of jobs",19,"   Educational services",183,197,209,221,234,239
 "10000","Delaware",2,SAOEMP,"Number of jobs",20,"   Health care and social assistance",21,20,21,22,22,22
 "10000","Delaware",2,SAOEMP,"Number of jobs",21,"  Arts, entertainment, recreation, accommodation, and food services",7355,6922,7227,7581,8381,8309
 "10000","Delaware",2,SAOEMP,"Number of jobs",22,"   Arts, entertainment, and recreation",1903,1936,2029,2070,2210,2314
