GeoFIPS,GeoName,Region,TableName,Unit,LineCode,Description,2012,2013,2014,2015,2016,2017
 "06000","California",8,SAOCOMP,"Thousands of dollars",11,"  Retail trade",4985020,5132253,5251818,5525742,5664238,5804727
 "06000","California",8,SAOCOMP,"Thousands of dollars",12,"  Transportation and warehousing",1779511,1969904,2049751,2247460,2482401,2825285
 "06000","California",8,SAOCOMP,"Thousands of dollars",13,"  Information",48289,53142,57173,64384,67609,76148
 "06000","California",8,SAOCOMP,"Thousands of dollars",14,"  Finance, insurance, real estate, rental, and leasing",355804,344713,336678,374267,391085,429890
 "06000","California",8,SAOCOMP,"Thousands of dollars",15,"   Finance and insurance",190253,181005,177773,180501,180328,193866
 "06000","California",8,SAOCOMP,"Thousands of dollars",16,"   Real estate and rental and leasing",165551,163707,158905,193767,210757,236024
 "06000","California",8,SAOCOMP,"Thousands of dollars",17,"  Professional and business services",373443,347682,370623,421218,442531,532744
 "06000","California",8,SAOCOMP,"Thousands of dollars",18,"   Educational services, health care, and social assistance",336330,346270,377991,397207,421259,444804
 "06000","California",8,SAOCOMP,"Thousands of dollars",19,"   Educational services",309278,319122,349588,367101,389502,411637
 "06000","California",8,SAOCOMP,"Thousands of dollars",20,"   Health care and social assistance",27051,27148,28403,30107,31757,33167
 "06000","California",8,SAOCOMP,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",6661941,6714758,7100301,7417438,8003577,8708819
 "06000","California",8,SAOCOMP,"Thousands of dollars",22,"   Arts, entertainment, and recreation",3954416,4109738,4388780,4553592,4915131,5275931
 "06000","California",8,SAOCOMP,"Thousands of dollars",23,"   Accommodation and food services",2707525,2605020,2711521,2863847,3088446,3432888
 "06000","California",8,SAOCOMP,"Thousands of dollars",24,"  Other services, except government",288331,301120,319420,344799,365334,396998
 "06000","California",8,SAOCOMP,"Thousands of dollars",25," Government",2751059,2804032,2839213,2930280,3054593,3159749
 "06000","California",8,SAOCOMP,"Thousands of dollars",26,"  Federal",286991,310349,297711,297155,311927,315498
 "06000","California",8,SAOCOMP,"Thousands of dollars",27,"  State and local",2464068,2493683,2541502,2633125,2742666,2844250
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",1,"All Industries",4633173,4690878,4953690,5216881,5489399,5963912
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",2," Private Industries",4081444,4127222,4372044,4610288,4849170,5294002
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting",32774,32535,37178,40027,41924,45877
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",4,"  Mining",2796,2516,2211,1840,1776,2359
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",5,"  Utilities",3,4,3,3,4,4
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",6,"  Construction",89339,68877,66081,67994,79312,88977
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",7,"  Manufacturing",151654,153058,157201,165717,163656,186924
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",8,"   Durable goods",92140,91036,91627,97577,91099,112614
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",9,"   Nondurable goods",59514,62021,65574,68140,72557,74310
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",10,"  Wholesale trade",205875,199499,215657,234434,231676,237733
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",11,"  Retail trade",994838,1038842,1073973,1113880,1123277,1200145
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",12,"  Transportation and warehousing",367283,408839,469576,523813,563251,644052
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",13,"  Information",12644,13200,14035,14754,15276,16047
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",14,"  Finance, insurance, real estate, rental, and leasing",191060,182332,176690,190153,195694,210520
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",15,"   Finance and insurance",144447,135849,131120,129947,128025,135949
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",16,"   Real estate and rental and leasing",46613,46482,45570,60206,67669,74571
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",17,"  Professional and business services",77239,70152,74295,82612,85448,98423
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",18,"   Educational services, health care, and social assistance",96341,98294,107908,112704,119971,126889
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",19,"   Educational services",91040,93102,102469,106861,113676,119990
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",20,"   Health care and social assistance",5301,5192,5440,5842,6295,6899
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",1809637,1806981,1922054,2002882,2164418,2367734
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",22,"   Arts, entertainment, and recreation",972640,1004397,1079050,1115650,1210705,1269076
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",23,"   Accommodation and food services",836996,802583,843005,887232,953713,1098658
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",24,"  Other services, except government",49961,52092,55182,59476,63488,68318
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",25," Government",551729,563656,581646,606593,640229,669910
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",26,"  Federal",71439,73925,74069,74225,80397,83521
 "08000","Colorado",7,SAOCOMP,"Thousands of dollars",27,"  State and local",480289,489732,507577,532368,559832,586389
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",1,"All Industries",1744169,1775353,1793982,1834523,1883021,1923607
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",2," Private Industries",1603748,1634762,1646741,1681432,1723734,1756921
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting",22052,21011,23210,24437,26641,27567
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",4,"  Mining",6,6,6,5,5,6
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",5,"  Utilities",8,10,8,10,11,11
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",6,"  Construction",21744,21714,35220,37690,38670,42525
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",7,"  Manufacturing",147092,156617,158326,166241,160013,163870
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",8,"   Durable goods",108350,117363,115034,122534,119388,128305
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",9,"   Nondurable goods",38742,39253,43292,43707,40625,35565
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",10,"  Wholesale trade",154843,150159,156551,165458,158925,156865
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",11,"  Retail trade",512206,524256,512277,518192,525709,523014
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",12,"  Transportation and warehousing",87701,88688,85859,86894,86222,84956
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",13,"  Information",5182,5493,5695,5775,5836,5948
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",14,"  Finance, insurance, real estate, rental, and leasing",65928,62983,61840,64574,64502,68330
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",15,"   Finance and insurance",53308,50757,50075,50281,49335,52193
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",16,"   Real estate and rental and leasing",12620,12226,11765,14293,15167,16138
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",17,"  Professional and business services",41299,37496,39514,43074,43416,49214
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",18,"   Educational services, health care, and social assistance",41531,42741,45747,47157,48912,49709
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",19,"   Educational services",37788,38890,41825,43102,44659,45404
