,"Table with row headers in column A, L, W, AH, AS, BD, BO, BZ, CK, CV, and DG, and column headers in rows 6 through 8 and 45 through 47.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129
74,Wyoming,561389,1021,462808,7194,66648,5771,30651,4428,51,62,Wyoming,761,597,369,276,174,191,2539,1151,6905,2099,Wyoming,11,22,0,189,0,189,1525,1206,46,80,Wyoming,0,189,2140,1161,450,409,6,14,342,323,Wyoming,286,364,83,140,114,204,0,189,0,189,Wyoming,152,226,849,545,357,355,70,117,241,274,Wyoming,1105,531,1784,957,427,656,0,189,7,16,Wyoming,76,101,113,149,395,457,237,313,22,40,Wyoming,462,555,960,851,284,254,13,28,219,307,Wyoming,1043,1077,69,66,1398,927,2140,1003,4,8,Wyoming,451,634,1803,1343,0,189,168,260,,,Wyoming,1282,1155,0,189,0,189,1282,1155
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Puerto Rico,3669195,3034,3403602,12450,238263,11889,22649,3662,35,59,Puerto Rico,378,457,229,363,0,210,207,222,0,210,Puerto Rico,1849,928,13,25,212,315,6614,2336,247,195,Puerto Rico,0,210,13,24,624,537,784,895,0,210,Puerto Rico,38,62,0,210,0,210,0,210,70,124,Puerto Rico,1412,904,88,127,0,210,27,35,101,165,Puerto Rico,0,210,0,210,0,210,0,210,2150,1149,Puerto Rico,51,94,2615,1171,200,195,0,210,0,210,Puerto Rico,79,117,0,210,1978,1059,490,718,3,6,Puerto Rico,113,139,224,368,444,334,0,210,0,210,Puerto Rico,1077,1097,41,42,14,25,229,373,0,210,Puerto Rico,4681,2095,N/A2,N/A2,0,210,4681,2095
77,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,
78,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,
79,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,,,,1The estimates for the United States do not include Puerto Rico,,,,,,,,
80,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,"2Movers within Puerto Rico are include in the column labeled ""Same state of residence 1 year ago""",,,,,,,,
81,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,
82,"Source: U.S. Census Bureau, 2011 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2011 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2011 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2011 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2011 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2011 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2011 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2011 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2011 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2011 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2011 American Community Survey",,,,,,,,,,,N/A - Not Applicable,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Source: U.S. Census Bureau, 2011 American Community Survey",,,,,,,,
